,Overall,Potential,Age,Height(in cm),Weight(in kg),Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Curve,Acceleration,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Aggression,Vision,Penalties,Composure, GoalkeeperKicking,Nationality,Preferred Foot
1651,75,85,20,191,75,3,3,1,76,74,54,75,29,76,40,77,69,65,53,69,64,74,63,80,63,72,83,67,58,74,73,15,Albania,Right
1652,75,85,20,175,70,4,4,1,93,69,66,80,28,62,66,72,42,70,70,92,89,62,88,70,77,70,60,52,68,56,75,7,Ghana,Right
1653,75,88,20,179,70,4,3,1,72,61,74,76,68,64,65,52,48,79,73,69,77,72,77,66,67,83,53,68,76,56,72,11,Italy,Right
1654,75,75,27,173,75,4,3,1,74,69,72,75,70,81,66,66,64,78,72,75,77,79,84,76,90,92,76,78,75,65,74,12,United States,Right
1655,75,81,23,174,66,3,4,1,83,55,74,76,69,69,70,52,63,78,75,84,88,72,85,55,78,85,59,74,73,62,75,8,Liberia,Left
1656,75,82,21,173,65,3,3,1,76,52,67,74,71,70,75,45,59,73,65,72,74,70,79,66,68,73,68,72,62,45,67,5,France,Left
1657,75,75,27,176,73,3,3,1,83,67,70,75,69,74,75,69,64,73,73,84,80,67,71,75,77,88,71,65,69,65,68,8,Mexico,Left
1658,75,76,25,181,75,4,3,2,59,63,70,73,71,74,67,59,65,76,64,63,70,77,69,77,53,84,72,70,68,60,75,13,Germany,Right
1659,75,75,27,171,68,3,4,2,81,68,73,77,52,64,67,67,30,76,78,82,85,69,81,69,52,70,59,72,75,65,67,7,Paraguay,Left
1660,75,75,29,191,87,3,2,1,65,31,48,54,74,83,44,28,79,62,38,52,59,72,44,41,62,76,88,84,32,33,70,7,Gambia,Left
1661,75,85,21,185,82,4,2,1,77,73,64,74,40,80,60,75,75,71,60,78,78,75,76,77,84,85,77,80,63,57,67,7,Portugal,Right
1662,75,82,20,180,78,3,3,1,87,70,58,77,38,69,42,73,67,69,65,84,77,75,79,75,63,78,69,61,58,70,67,9,Portugal,Right
1663,75,82,22,185,78,3,2,1,72,40,51,53,75,79,53,23,71,58,33,67,49,72,46,70,70,68,84,80,43,32,65,12,Belgium,Left
1664,75,84,22,179,66,3,3,1,86,62,68,75,69,63,78,60,69,70,57,87,78,72,75,68,67,75,60,55,67,67,65,10,Portugal,Right
1665,75,83,20,180,73,3,3,1,87,62,68,77,51,58,70,63,48,75,68,88,79,70,75,63,64,72,52,54,71,41,65,13,Germany,Right
1666,75,76,26,173,68,4,2,1,86,64,73,74,70,68,76,57,57,73,70,85,82,71,82,78,59,82,61,72,74,80,72,10,Croatia,Right
1667,75,84,21,179,70,3,2,1,73,62,73,72,72,73,70,58,63,75,69,74,77,78,73,70,75,91,65,71,74,54,65,7,Austria,Right
1668,75,80,23,175,70,3,3,1,79,73,71,77,44,78,67,73,74,73,66,80,84,75,84,75,79,78,78,80,73,63,74,11,Czech Republic,Right
1669,75,81,23,173,71,2,4,1,84,70,67,77,37,56,63,72,52,70,73,89,88,73,70,69,45,75,51,46,71,62,68,12,Turkey,Right
1670,75,85,19,179,74,3,3,1,86,49,68,70,67,71,77,44,57,71,68,84,72,70,75,60,68,82,65,74,64,45,72,14,France,Right
1671,75,87,19,176,75,3,4,1,84,68,68,79,28,50,67,73,40,73,62,82,83,70,68,63,48,55,52,40,67,64,70,6,Brazil,Right
1672,75,85,20,177,73,3,3,1,70,59,72,72,71,74,61,54,57,80,80,70,71,75,74,69,62,82,74,65,73,60,79,14,Argentina,Right
1673,75,75,27,178,64,3,4,1,83,72,66,79,27,63,69,77,67,65,68,82,82,73,75,72,68,65,59,71,69,56,80,9,Albania,Right
1674,75,85,19,181,71,4,2,1,83,47,65,74,70,67,68,47,55,73,64,82,78,73,79,47,66,76,62,70,57,41,66,8,England,Right
1675,75,75,30,188,85,3,1,1,76,75,79,77,19,73,11,9,13,33,12,20,21,66,33,59,42,25,73,23,41,13,33,79,Czech Republic,Left
1676,75,75,28,185,73,3,2,1,83,75,67,74,65,76,69,75,75,68,66,81,70,73,72,78,73,78,76,74,69,65,71,7,Slovakia,Right
1677,75,75,29,173,66,3,3,1,86,69,69,77,28,49,75,69,44,68,64,87,88,71,84,72,65,76,38,41,70,60,69,7,Czech Republic,Right
1678,75,76,27,174,67,4,3,1,78,74,70,81,38,62,66,77,50,73,73,84,89,74,86,71,76,73,55,64,71,72,78,8,Japan,Right
1679,75,75,31,187,77,3,3,1,74,72,69,71,43,80,70,74,77,72,61,70,71,79,52,74,88,86,78,73,71,68,75,12,France,Right
1680,75,75,30,177,84,4,2,1,58,68,69,70,73,76,56,59,59,75,65,54,64,74,64,83,71,70,80,74,69,64,72,7,Brazil,Right
1681,75,75,26,168,66,3,2,1,73,52,66,70,74,71,68,41,64,70,70,68,72,74,71,70,68,78,67,72,60,54,72,15,Brazil,Left
1682,75,75,26,188,82,2,1,1,76,70,77,75,43,75,12,10,12,20,20,41,58,75,48,58,69,32,60,42,58,29,59,77,Brazil,Left
1683,75,75,38,177,73,3,2,1,70,49,68,65,74,71,73,45,68,70,45,69,67,72,72,55,69,79,64,79,70,51,68,5,Brazil,Left
1684,75,75,30,177,74,3,1,1,74,71,69,76,37,75,19,14,16,30,15,38,67,72,62,52,53,31,64,39,69,17,66,69,Brazil,Right
1685,75,75,30,177,75,4,3,1,70,53,63,72,74,69,71,51,71,69,46,73,71,73,71,55,77,82,68,53,51,62,67,18,Brazil,Right
1686,75,75,26,184,77,1,2,1,82,51,64,71,72,73,70,49,63,67,60,76,75,77,56,60,67,76,74,69,62,49,60,7,Brazil,Right
1687,75,75,26,176,73,4,2,1,77,59,70,69,70,68,76,52,62,71,64,76,71,69,73,73,65,86,59,69,66,55,72,12,Brazil,Right
1688,75,75,30,178,75,4,2,1,70,57,68,74,76,64,50,61,71,70,75,69,76,77,70,51,56,74,56,72,77,61,67,12,Brazil,Left
1689,75,80,25,185,83,3,2,2,63,53,64,66,76,82,56,42,73,73,39,52,59,71,66,73,80,83,82,82,60,48,68,16,France,Right
1690,75,75,30,185,85,3,2,1,70,54,61,64,75,81,66,54,78,65,41,64,67,69,58,58,74,76,85,79,56,41,70,15,Brazil,Right
1691,75,75,26,190,88,2,1,1,77,76,61,73,36,72,9,8,10,20,8,34,31,72,41,46,67,41,81,36,59,19,56,61,Brazil,Right
1692,75,75,34,169,68,3,2,1,66,43,67,69,74,70,55,19,67,78,48,68,63,74,77,76,76,79,64,71,55,60,74,9,Brazil,Right
1693,75,75,30,177,73,3,3,1,71,46,67,73,75,72,68,36,75,76,65,68,78,68,72,56,82,76,64,82,56,48,67,17,Brazil,Right
1694,75,75,38,174,75,4,2,1,64,64,73,71,68,76,65,63,62,79,73,60,54,77,72,66,64,88,72,74,72,61,71,6,Brazil,Right
1695,75,75,22,191,88,3,2,1,64,40,54,52,76,78,55,31,75,61,38,61,44,67,41,55,57,52,89,88,43,51,74,13,Brazil,Right
1696,75,75,29,186,70,4,3,1,65,72,76,75,67,74,75,69,58,77,78,66,72,74,60,77,66,84,72,68,75,65,77,12,France,Right
1697,75,78,24,180,70,3,3,1,65,64,73,75,69,70,66,64,61,79,64,66,63,74,69,70,56,73,65,84,76,49,76,9,England,Right
1698,75,78,26,182,75,2,2,1,81,51,68,70,70,78,72,42,61,70,65,80,72,70,75,64,79,85,77,73,69,50,69,9,France,Right
1699,75,78,25,178,68,5,3,1,64,73,75,75,72,69,65,72,53,79,74,66,75,75,74,76,55,76,65,75,78,70,73,8,Spain,Right
1700,75,78,27,193,92,3,2,1,51,57,60,64,73,87,48,52,81,70,43,47,51,71,55,74,70,80,91,88,58,67,74,10,Argentina,Left
1701,75,80,25,183,73,4,3,1,65,71,74,73,71,72,66,72,67,78,74,64,69,72,71,75,64,82,67,73,74,66,79,6,Belgium,Right
1702,75,76,27,186,83,4,3,2,77,69,74,81,41,63,76,63,68,78,82,75,77,73,58,76,67,53,73,50,69,72,70,10,Croatia,Right
1703,75,75,27,173,63,4,4,1,74,63,74,77,53,49,74,64,56,76,74,76,85,71,86,62,46,69,34,60,76,60,72,12,Spain,Right
1704,75,78,25,189,86,3,3,1,64,46,59,65,75,79,42,42,73,74,37,55,62,71,57,58,74,76,82,76,52,48,74,12,Germany,Right
1705,75,78,25,183,77,2,3,1,73,61,77,72,69,75,84,51,63,74,83,74,70,72,73,76,66,85,74,69,75,39,73,13,Netherlands,Left
1706,75,75,28,166,60,4,3,1,78,73,71,74,46,55,73,80,52,74,59,81,74,69,78,71,69,63,48,59,75,62,71,6,South Africa,Right
1707,75,75,29,173,72,3,3,1,66,53,67,66,73,66,77,55,73,75,58,65,37,72,76,54,66,67,64,69,57,46,57,9,Spain,Right
1708,75,76,27,173,70,3,3,1,85,57,66,73,69,80,69,57,61,71,50,83,80,72,77,59,61,91,75,83,69,41,73,9,Argentina,Right
1709,75,78,26,175,70,3,3,1,68,56,73,71,72,71,73,48,60,77,63,71,72,74,78,68,70,85,65,71,69,58,70,15,Republic of Ireland,Right
1710,75,81,24,195,96,3,3,1,64,62,71,72,73,83,65,60,79,76,71,55,56,72,54,75,73,79,91,72,73,54,83,10,Norway,Right
1711,75,75,29,175,72,3,3,1,76,74,72,75,40,70,74,76,63,74,66,77,79,73,69,74,68,80,71,54,73,57,72,7,Argentina,Left
1712,75,76,26,182,71,4,4,1,80,68,70,79,40,60,70,67,59,72,68,79,87,73,83,73,73,74,61,38,71,58,77,13,Slovakia,Right
1713,75,76,26,181,76,4,4,1,85,73,70,74,38,65,69,75,62,73,68,87,75,67,76,70,65,81,62,50,73,67,70,5,Morocco,Right
1714,75,90,18,169,67,3,3,1,77,66,72,78,46,59,59,69,57,77,59,80,80,66,83,68,61,65,56,60,86,59,60,11,Spain,Right
1715,75,81,24,190,80,3,2,1,68,35,48,54,76,76,34,30,74,60,34,64,50,72,52,54,80,67,80,76,40,43,76,11,Italy,Right
1716,75,75,31,194,86,3,2,1,53,42,54,62,75,79,29,29,71,69,49,50,53,75,35,68,56,67,86,80,50,39,75,14,Sweden,Right
1717,75,75,30,184,82,4,4,2,73,74,71,75,36,81,63,75,75,73,77,73,72,74,63,74,75,74,87,76,76,74,82,9,Cameroon,Right
1718,75,78,27,189,80,4,2,1,62,48,63,65,76,77,44,38,69,70,53,55,63,73,51,77,64,68,82,77,68,44,68,8,Poland,Right
1719,75,76,29,191,85,2,2,1,69,50,62,65,74,82,46,53,78,72,42,71,54,72,54,62,80,82,84,76,62,47,70,10,England,Right
1720,75,76,26,181,76,4,4,1,85,73,70,74,38,65,69,75,62,73,68,87,75,67,76,70,65,81,62,50,73,67,70,5,Morocco,Right
1721,75,75,32,180,80,3,3,1,77,76,62,73,36,73,45,79,63,71,53,78,74,80,72,75,68,85,71,64,72,79,79,8,Finland,Right
1722,75,76,25,179,74,3,4,1,77,72,76,79,63,64,73,68,53,76,75,82,81,74,75,79,56,68,61,70,81,66,76,14,Argentina,Right
1723,75,75,35,195,85,3,1,1,76,70,61,76,38,77,14,12,15,24,15,35,39,73,34,46,61,36,74,22,49,21,23,61,Germany,Right
1724,75,78,27,186,85,2,1,1,77,74,72,78,40,74,15,12,14,32,25,38,37,64,33,54,55,36,68,31,45,17,42,72,England,Right
1725,75,75,35,183,75,3,3,2,68,61,74,71,77,71,79,56,69,73,72,71,63,73,65,68,85,67,68,78,72,78,74,16,Italy,Left
1726,75,82,24,196,80,3,2,1,72,31,57,58,75,77,38,30,71,73,30,66,53,71,53,36,77,68,82,75,51,35,76,11,England,Right
1727,75,75,30,185,85,3,2,1,70,54,61,64,75,81,66,54,78,65,41,64,67,69,58,58,74,76,85,79,56,41,70,15,Brazil,Right
1728,75,76,26,185,75,3,4,2,74,64,72,78,38,65,72,63,44,77,70,73,77,74,75,72,47,65,72,54,75,59,73,12,Nigeria,Right
1729,75,75,29,178,78,3,3,2,73,64,72,74,74,81,68,50,68,80,64,72,71,75,71,84,78,83,79,86,67,44,78,8,Ghana,Left
1730,75,75,33,183,82,3,3,2,65,74,67,71,43,74,59,73,74,72,66,67,57,72,67,82,75,34,91,80,66,73,73,7,Ecuador,Left
1731,75,77,28,187,81,2,2,1,61,32,52,64,76,80,32,22,74,70,33,62,64,72,57,60,80,75,81,82,41,39,67,12,Portugal,Right
1732,75,80,24,188,76,2,3,1,70,76,60,73,26,62,57,78,70,66,69,69,67,77,54,78,57,60,73,38,62,73,75,5,Guinea,Right
1733,75,75,35,178,74,3,2,1,63,52,54,57,77,74,40,50,81,60,48,62,62,64,53,65,88,60,79,75,58,51,84,13,Paraguay,Right
1734,75,75,30,172,67,4,3,2,71,61,70,75,73,64,72,54,65,76,66,76,73,73,81,76,72,66,57,75,62,60,69,12,Portugal,Right
1735,75,80,24,189,82,3,2,1,72,51,66,64,74,80,63,41,77,71,65,68,65,67,55,67,81,77,83,78,60,58,67,14,Austria,Left
1736,75,75,27,193,88,4,4,1,74,72,76,79,39,75,66,73,79,80,69,73,74,67,47,83,77,68,90,48,84,86,79,9,Croatia,Right
1737,75,79,25,183,75,3,3,2,55,65,74,75,74,75,70,63,65,78,66,55,67,74,73,70,70,82,75,67,76,55,70,9,Italy,Left
1738,75,75,27,180,71,4,4,2,84,73,70,76,38,72,71,72,69,71,76,83,85,72,66,76,69,83,69,65,71,74,72,14,Gabon,Right
1739,75,75,31,187,77,3,3,1,74,72,69,71,43,80,70,74,77,72,61,70,71,79,52,74,88,86,78,73,71,68,75,12,France,Right
1740,75,78,26,175,71,3,3,1,75,70,73,74,62,61,69,75,53,78,72,76,78,71,76,58,59,90,53,45,74,55,74,8,Spain,Right
1741,75,84,21,182,69,3,2,1,74,76,67,71,52,80,60,79,78,70,64,75,72,63,70,77,82,75,84,78,73,81,67,12,Mexico,Left
1742,75,80,23,175,70,3,3,1,79,73,71,77,44,78,67,73,74,73,66,80,84,75,84,75,79,78,78,80,73,63,74,11,Czech Republic,Right
1743,75,76,27,189,85,3,3,2,61,48,65,71,75,83,55,37,70,72,51,60,60,72,56,72,75,78,87,81,70,45,74,11,France,Right
1744,75,78,25,180,67,3,5,2,74,62,71,79,39,49,65,64,44,75,67,77,84,74,73,54,43,70,40,46,73,68,64,10,Morocco,Right
1745,75,80,23,190,85,3,2,1,79,32,50,57,73,78,39,26,78,64,35,68,57,69,48,49,80,57,86,82,42,42,68,6,Austria,Right
1746,75,78,24,182,76,3,2,1,79,54,70,66,74,79,58,43,71,73,73,76,67,72,68,82,83,75,80,80,72,52,75,11,Paraguay,Left
1747,75,78,28,196,84,3,1,1,76,65,80,78,27,72,12,5,10,23,13,24,35,77,24,60,38,18,73,24,35,13,36,80,Ukraine,Right
1748,75,78,26,183,73,4,3,1,76,60,71,76,72,76,58,56,57,79,59,74,79,74,77,71,65,86,73,72,74,53,77,12,Finland,Right
1749,75,85,20,173,77,3,4,3,91,65,66,80,25,64,65,67,37,70,60,94,89,70,87,73,75,61,67,58,71,51,71,8,Belgium,Right
1750,75,81,23,187,76,3,2,1,68,36,57,64,75,75,42,29,77,75,39,64,64,69,56,55,74,68,78,76,43,47,67,15,Argentina,Right
1751,75,75,29,181,84,2,2,1,64,43,62,69,76,84,45,36,71,73,35,67,62,73,71,65,72,81,88,80,63,43,75,11,Colombia,Left
1752,75,82,22,174,61,3,3,1,80,61,73,75,67,58,76,61,52,76,67,82,76,68,82,66,59,73,57,42,71,58,65,9,England,Right
1753,75,75,30,186,95,3,2,1,65,39,49,56,75,82,39,35,80,65,44,61,38,73,40,63,67,67,91,81,32,38,63,12,Nigeria,Right
1754,75,75,27,178,79,3,4,1,69,78,64,76,30,66,58,80,60,73,58,64,73,75,67,80,53,64,80,39,58,64,65,14,Jamaica,Right
1755,75,76,28,186,71,3,3,1,64,60,68,69,73,77,54,54,64,77,56,67,64,71,56,70,65,70,82,75,70,49,74,7,Côte d'Ivoire,Left
1756,75,85,20,182,83,5,4,1,77,74,59,77,24,64,52,77,73,66,56,76,77,72,79,74,76,66,73,35,62,68,69,14,France,Left
1757,75,75,34,187,78,3,3,3,55,61,68,69,76,80,64,49,72,73,58,59,64,68,62,80,77,79,80,80,65,57,83,11,Brazil,Left
1758,75,75,32,177,74,3,4,2,87,74,67,74,47,78,67,73,73,68,73,88,84,68,72,81,91,79,77,74,65,67,71,16,Ecuador,Right
1759,75,85,21,185,82,4,2,1,77,73,64,74,40,80,60,75,75,71,60,78,78,75,76,77,84,85,77,80,63,57,67,7,Portugal,Right
1760,75,75,28,180,76,5,4,1,79,76,72,77,39,61,71,74,52,71,76,77,82,73,72,81,71,70,65,39,72,72,72,8,Brazil,Right
1761,75,75,27,175,70,3,3,1,75,69,71,71,71,68,74,65,65,72,76,75,68,68,77,77,68,73,67,66,69,65,72,11,Uruguay,Left
1762,75,75,28,170,70,3,3,1,73,71,76,74,71,58,79,69,74,80,65,76,70,73,80,82,61,58,59,55,70,50,65,11,Portugal,Left
1763,75,76,27,183,77,3,3,2,72,76,54,72,36,71,51,80,76,64,60,68,69,75,62,77,80,72,76,54,52,76,75,10,Poland,Right
1764,75,79,25,184,79,3,2,1,67,42,57,64,76,66,41,44,74,71,29,64,67,77,66,49,77,41,72,81,49,45,75,15,Spain,Right
1765,75,81,23,185,78,2,2,1,71,43,62,64,74,83,51,36,73,71,52,72,63,70,71,60,81,83,85,76,59,53,67,12,Denmark,Right
1766,75,85,21,180,72,4,3,1,75,74,71,78,67,74,64,76,56,78,70,76,78,76,84,79,77,79,74,68,73,53,76,8,England,Right
1767,75,75,34,178,70,3,2,1,74,46,57,63,76,77,58,30,74,64,65,72,65,75,70,68,92,81,72,83,39,45,64,14,Mozambique,Right
1768,75,75,32,193,79,2,1,1,74,72,61,80,57,72,11,17,16,33,15,58,35,74,43,46,68,35,63,35,50,41,61,61,England,Right
1769,75,75,27,173,63,4,4,1,74,63,74,77,53,49,74,64,56,76,74,76,85,71,86,62,46,69,34,60,76,60,72,12,Spain,Right
1770,75,75,28,170,71,2,4,2,69,68,72,81,38,61,63,69,28,76,73,72,88,70,89,73,37,75,52,70,76,58,74,9,Germany,Right
1771,75,76,27,178,78,3,3,1,75,74,63,75,35,72,50,77,71,66,73,77,74,76,66,76,77,74,74,64,71,70,76,9,Colombia,Right
1772,75,75,38,188,81,3,1,1,76,72,71,74,51,78,13,15,12,38,15,50,63,72,59,53,78,45,71,45,33,25,57,71,Uruguay,Right
1773,75,78,24,186,78,3,3,2,69,75,70,72,61,75,56,80,78,77,60,67,68,77,63,73,72,87,71,72,73,66,75,12,Netherlands,Right
1774,75,77,27,192,85,4,3,2,77,48,59,70,76,73,65,45,73,69,40,75,54,77,51,70,66,65,79,69,46,48,60,10,Nigeria,Right
1775,75,78,26,179,73,3,5,1,81,72,66,80,24,62,58,77,59,72,60,88,89,74,86,71,85,79,58,44,71,52,65,5,Ghana,Right
1776,75,76,28,191,79,3,3,1,59,70,70,70,73,81,67,65,78,73,72,58,61,70,59,79,68,81,83,80,70,60,71,10,Turkey,Right
1777,75,75,31,179,74,2,3,2,73,73,74,74,57,65,80,69,58,72,76,71,72,75,70,79,72,65,66,62,76,64,70,14,Russia,Left
1778,75,75,30,178,69,4,3,1,85,73,69,71,22,81,69,75,73,71,72,80,75,72,68,77,68,73,84,86,71,72,68,8,Honduras,Right
1779,75,75,28,178,70,4,4,1,77,72,74,75,45,67,74,73,49,74,68,78,80,74,74,70,68,87,61,58,77,71,65,14,England,Right
1780,75,75,28,176,70,2,4,2,79,54,70,76,69,70,70,49,52,73,66,81,77,72,76,60,70,74,64,82,69,67,70,6,Brazil,Left
1781,75,75,31,190,87,5,2,1,60,44,56,61,74,83,48,34,73,68,35,51,58,69,38,68,63,73,93,73,48,50,68,6,Cameroon,Right
1782,75,75,26,187,82,3,2,1,53,47,55,52,77,74,45,44,75,66,36,54,60,74,53,54,77,62,80,72,45,61,67,12,Brazil,Right
1783,75,82,20,174,69,4,3,1,76,74,73,74,59,62,69,75,58,76,68,77,78,71,68,75,40,68,58,70,75,63,68,8,Spain,Right
1784,75,75,26,172,71,4,2,1,73,68,75,77,29,67,71,65,43,83,74,73,72,73,73,75,33,61,73,70,66,68,68,9,Brazil,Right
1785,75,82,22,185,75,4,3,1,68,72,77,74,63,65,76,69,48,77,76,67,69,72,74,72,57,78,68,42,80,75,78,10,Scotland,Right
1786,75,81,21,195,88,1,1,1,75,74,73,75,38,75,14,9,10,15,10,40,23,66,25,55,38,24,68,18,57,15,26,73,Turkey,Right
1787,75,75,38,180,71,3,3,1,76,76,61,73,30,64,61,78,77,62,62,73,62,79,56,76,55,61,69,57,65,64,65,12,Brazil,Left
1788,75,76,26,175,76,4,3,1,78,54,66,69,69,74,74,51,57,72,54,79,71,68,70,60,69,91,68,69,62,41,62,8,Wales,Right
1789,75,75,30,182,81,3,4,2,74,73,69,77,55,73,72,72,73,73,73,74,78,75,73,75,71,74,72,74,72,73,69,7,Ghana,Right
1790,75,77,29,192,90,1,1,2,75,75,58,78,47,69,19,13,14,30,12,45,50,79,31,44,64,31,67,41,45,21,25,58,Germany,Left
1791,75,75,30,178,72,3,3,1,77,77,60,73,24,60,57,76,77,65,61,76,77,73,71,85,63,61,63,52,56,56,78,8,Brazil,Right
1792,75,83,22,174,78,3,3,1,93,73,64,74,26,76,67,77,65,70,51,94,79,74,79,73,92,77,75,72,67,74,71,10,Belgium,Right
1793,75,75,27,177,67,3,3,1,72,57,69,71,71,76,72,50,58,70,70,75,71,69,71,67,82,88,70,72,66,49,69,11,Belgium,Right
1794,75,75,28,175,79,3,3,1,81,62,71,74,67,77,77,58,65,70,75,80,75,72,75,72,58,82,78,74,70,58,71,10,Argentina,Left
1795,75,75,29,194,79,3,2,1,67,37,57,61,76,79,42,33,76,66,40,64,54,73,53,53,80,69,83,80,58,44,71,13,Jamaica,Left
1796,75,75,30,185,76,3,2,2,44,42,58,58,76,80,59,38,72,69,36,40,52,70,58,57,76,73,84,78,40,38,68,7,Netherlands,Left
1797,75,75,29,191,88,3,1,1,75,73,67,76,45,74,13,11,13,30,15,46,38,70,53,50,67,22,60,32,38,20,56,67,Wales,Right
1798,75,75,34,193,84,3,2,2,33,37,54,47,76,72,42,30,79,69,39,33,38,71,41,64,69,46,83,76,37,50,73,11,France,Left
1799,75,75,22,188,84,3,2,1,53,40,58,59,77,77,56,30,73,66,62,46,54,67,40,60,54,62,83,84,36,42,70,12,Brazil,Right
1800,75,75,33,173,79,4,4,2,85,78,72,78,45,68,71,75,53,72,77,84,83,76,81,83,71,73,63,75,74,73,76,9,France,Left
1801,75,84,23,166,68,3,3,1,88,59,71,77,68,70,74,60,55,76,71,85,80,73,86,66,80,75,67,68,72,50,71,10,Brazil,Right
1802,75,83,22,169,56,3,3,1,65,64,73,80,58,49,60,63,49,80,66,68,82,73,85,66,55,65,33,65,80,55,77,14,Spain,Right
1803,75,75,31,171,71,3,3,1,72,69,77,75,69,70,74,66,54,81,68,74,77,71,78,78,43,78,68,72,77,57,75,16,Brazil,Right
1804,75,75,30,173,63,3,4,2,78,71,71,80,44,54,69,70,63,72,76,78,88,74,84,72,66,53,50,62,74,74,75,14,Italy,Right
1805,75,75,32,180,81,3,3,1,37,63,70,70,74,81,55,58,48,76,61,36,66,78,76,69,65,89,79,78,74,58,68,14,Spain,Right
1806,75,81,23,186,73,3,3,1,64,64,76,71,71,76,71,58,54,77,80,62,66,78,63,75,59,88,72,74,76,68,74,6,Spain,Right
1807,75,76,26,176,75,3,2,1,80,56,64,66,74,76,64,53,81,67,46,79,75,71,70,66,92,80,75,69,66,58,72,13,Paraguay,Right
1808,75,75,31,186,84,2,3,1,58,73,77,76,62,64,76,71,58,80,76,64,74,75,69,74,42,65,68,56,75,65,78,7,Scotland,Left
1809,75,75,30,171,74,4,3,2,65,67,77,76,67,65,72,64,53,78,78,71,81,72,83,73,59,74,61,66,78,67,77,9,Côte d'Ivoire,Right
1810,75,75,29,186,70,4,3,1,65,72,76,75,67,74,75,69,58,77,78,66,72,74,60,77,66,84,72,68,75,65,77,12,France,Right
1811,75,78,25,183,76,3,4,1,80,68,72,78,68,76,66,67,65,76,68,79,82,72,79,73,73,84,76,69,76,66,75,11,Nigeria,Left
1812,75,76,26,170,65,3,3,1,88,75,66,76,47,65,63,78,67,68,72,91,91,75,91,75,84,75,57,70,68,60,73,15,Greece,Right
1813,75,75,30,193,80,3,2,1,86,48,52,62,74,80,38,40,76,65,36,84,69,73,56,67,90,75,84,74,37,41,68,10,Morocco,Right
1814,75,78,25,170,69,3,4,1,75,69,72,74,63,72,59,70,51,76,63,76,80,70,82,69,70,82,67,72,79,60,68,9,Argentina,Right
1815,75,75,29,183,85,2,2,2,73,62,68,70,71,85,72,57,66,71,61,67,59,71,55,79,75,72,90,90,70,54,64,16,Bosnia and Herzegovina,Left
1816,75,75,34,190,80,4,3,2,53,64,72,65,74,79,59,60,79,78,66,52,45,72,48,75,72,61,90,74,74,69,80,6,Spain,Right
1817,75,76,25,181,75,4,3,2,59,63,70,73,71,74,67,59,65,76,64,63,70,77,69,77,53,84,72,70,68,60,75,13,Germany,Right
1818,75,75,30,178,75,4,2,1,70,57,68,74,76,64,50,61,71,70,75,69,76,77,70,51,56,74,56,72,77,61,67,12,Brazil,Left
1819,75,75,29,173,72,3,3,1,66,53,67,66,73,66,77,55,73,75,58,65,37,72,76,54,66,67,64,69,57,46,57,9,Spain,Right
1820,75,75,30,182,83,4,3,2,77,73,73,76,67,73,77,74,68,74,75,77,72,74,72,77,57,74,76,69,70,62,72,7,Switzerland,Right
1821,75,83,22,178,70,3,4,1,82,65,72,77,68,66,77,68,55,76,71,84,79,73,78,67,66,76,60,67,74,61,76,7,England,Left
1822,75,77,28,184,79,4,2,1,71,34,54,55,77,78,35,31,69,73,33,67,53,69,55,49,84,72,83,71,52,39,66,13,Argentina,Right
1823,75,75,39,175,68,4,4,1,85,75,64,79,36,62,66,76,54,65,45,84,79,78,46,77,58,59,69,49,71,68,75,15,Brazil,Left
1824,75,75,32,175,68,3,4,1,75,73,73,77,65,73,66,72,62,76,69,77,85,76,84,73,75,87,64,78,74,70,74,8,Denmark,Right
1825,75,75,27,184,76,3,4,1,81,73,73,76,44,67,76,77,47,75,76,83,85,67,52,78,67,51,73,71,68,55,61,14,Spain,Right
1826,75,75,27,188,90,4,4,1,70,78,70,75,35,66,74,77,72,73,75,67,68,79,63,84,52,67,72,55,73,80,72,7,Netherlands,Right
1827,75,82,23,178,73,3,4,1,78,70,77,78,45,65,77,69,51,77,81,80,85,70,76,74,68,76,63,57,78,70,78,11,Brazil,Left
1828,75,75,30,183,78,4,4,2,57,74,65,77,32,68,50,76,76,72,74,64,76,80,74,75,90,75,74,39,69,63,77,10,Israel,Right
1829,75,78,27,181,74,3,2,1,54,45,54,60,75,76,45,46,76,68,38,53,56,72,69,49,80,68,80,74,38,64,67,10,France,Right
1830,75,78,26,175,66,5,4,2,88,67,71,79,68,68,70,70,58,74,71,87,79,75,78,69,69,67,64,78,72,59,77,8,Algeria,Right
1831,75,75,30,173,66,3,3,1,73,63,76,74,69,73,67,62,56,81,69,72,80,70,89,66,69,90,64,75,80,53,70,15,Argentina,Right
1832,75,75,31,165,68,4,4,3,91,69,67,78,52,71,67,72,53,72,45,92,93,74,93,70,92,80,70,57,74,62,72,7,Colombia,Right
1833,75,75,31,177,73,4,5,2,69,73,73,79,32,58,70,74,40,74,81,75,90,72,80,68,52,64,59,48,75,85,70,9,Romania,Right
1834,75,78,27,193,92,3,2,1,51,57,60,64,73,87,48,52,81,70,43,47,51,71,55,74,70,80,91,88,58,67,74,10,Argentina,Left
